"countryCode","regionCode","regionName"
"UZ",1,"Andijon"
"VC",5,"Saint Patrick"
"VC",4,"Saint George"
"VC",3,"Saint David"
"VC",2,"Saint Andrew"
"VC",6,"Grenadines"
"VC",1,"Charlotte"
"VE",23,"Zulia"
"VE",22,"Yaracuy"
"VE",21,"Trujillo"
"VE",20,"Tachira"
"VE",19,"Sucre"
"VE",18,"Portuguesa"
"VE",17,"Nueva Esparta"
"VE",16,"Monagas"
"VE",15,"Miranda"
"VE",14,"Merida"
"VE",13,"Lara"
"VE",12,"Guarico"
"VE",24,"Dependencias Federales"
"VE",25,"Capital"
"VE",11,"Falcon"
"VE",9,"Delta Amacuro"
"VE",8,"Cojedes"
"VE",7,"Carabobo"
"VE",6,"Bolivar"
"VE",5,"Barinas"
"VE",4,"Aragua"
"VE",3,"Apure"
"VE",2,"Anzoategui"
"VE",1,"Amazonas"
"VE",26,"Vargas"
"VI",10,"Saint Croix Island"
"VI",20,"Saint John Island"
"VI",30,"Saint Thomas Island"
"VN",58,"Nghe An"
"VN",59,"Ninh Binh"
"VN",60,"Ninh Thuan"
"VN",65,"Soc Trang"
"VN",67,"Tra Vinh"
"VN",68,"Tuyen Quang"
"VN",69,"Vinh Long"
"VN",70,"Yen Bai"
"VN",90,"Lao Cai"
"VN",37,"Tien Giang"
"VN",66,"Thua Thien-Hue"
"VN",55,"Kon Tum"
"VN",34,"Thanh Hoa"
"VN",35,"Thai Binh"
"VN",33,"Tay Ninh"
"VN",32,"Son La"
"VN",64,"Quang Tri"
"VN",30,"Quang Ninh"
"VN",63,"Quang Ngai"
"VN",62,"Quang Binh"
"VN",61,"Phu Yen"
"VN",53,"Hoa Binh"
"VN",24,"Long An"
"VN",39,"Lang Son"
"VN",23,"Lam Dong"
"VN",89,"Lai Chau"
"VN",21,"Kien Giang"
"VN",54,"Khanh Hoa"
"VN",20,"Ho Chi Minh City"
"VN",52,"Ha Tinh"
"VN",50,"Ha Giang"
"VN",49,"Gia Lai"
"VN",44,"Ha Noi"
"VN",87,"Can Tho"
"VN",13,"Hai Phong"
"VN",47,"Binh Thuan"
"VN",9,"Dong Thap"
"VN",43,"Dong Nai"
"VN",88,"Dac Lak"
"VN",45,"Ba Ria-Vung Tau"
"VN",5,"Cao Bang"
"VN",46,"Binh Dinh"
"VN",3,"Ben Tre"
"VN",1,"An Giang"
"VN",91,"Dak Nong"
"VN",92,"Tinh Dien Bien"
"VN",74,"Bac Ninh"
"VN",71,"Bac Giang"
"VN",78,"Da Nang"
"VN",75,"Binh Duong"
"VN",76,"Binh Phuoc"
"VN",85,"Thai Nguyen"
"VN",84,"Quang Nam"
"VN",83,"Phu Tho"
"VN",82,"Nam Dinh"
"VN",80,"Ha Nam"
"VN",72,"Bac Kan"
"VN",73,"Bac Lieu"
"VN",77,"Ca Mau"
"VN",79,"Hai Duong"
"VN",81,"Hung Yen"
"VN",86,"Vinh Phuc"
"VN",93,"Hau Giang"
"VU",15,"Tafea"
"VU",13,"Sanma"
"VU",7,"Torba"
"VU",16,"Malampa"
"VU",17,"Penama"
"VU",18,"Shefa"
"WF",98613,"Uvea"
"WF",98612,"Sigave"
"WF",98611,"Alo"
"WS",11,"Vaisigano"
"WS",6,"Va`a-o-Fonoti"
"WS",10,"Tuamasaga"
"WS",9,"Satupa`itea"
"WS",8,"Palauli"
"WS",7,"Gagaifomauga"
"WS",5,"Gaga`emauga"
"WS",4,"Fa`asaleleaga"
"WS",3,"Atua"
"WS",2,"Aiga-i-le-Tai"
"WS",1,"A'ana"
"XK",10096138,"Ferizaj"
"XK",10096859,"Gjakova"
"XK",10097357,"Gjilan"
"XK",10097358,"Mitrovica"
"XK",10097359,"Pec"
"XK",10097360,"Pristina"
"XK",10097361,"Prizren"
"YE",25,"Ta'izz"
"YE",5,"Shabwah"
"YE",16,"Sanaa"
"YE",15,"Sa'dah"
"YE",27,"Raymah"
"YE",14,"Ma'rib"
"YE",10,"Al Mahwit"
"YE",21,"Al Jawf"
"YE",4,"Muhafazat Hadramawt"
"YE",11,"Dhamar"
"YE",3,"Al Mahrah"
"YE",8,"Al Hudaydah"
"YE",20,"Al Bayda Governorate"
"YE",2,"Aden"
"YE",1,"Abyan"
"YE",18,"Ad Dali'"
"YE",19,"Omran"
"YE",22,"Hajjah"
"YE",23,"Ibb"
"YE",24,"Lahij"
"YE",26,"Amanat Al Asimah"
"YE",28,"Soqatra"
"YT",97601,"Acoua"
"YT",97602,"Bandraboua"
"YT",97603,"Bandrele"
"YT",97604,"Boueni"
"YT",97605,"Chiconi"
"YT",97606,"Chirongui"
"YT",97607,"Dembeni"
"YT",97608,"Dzaoudzi"
"YT",97609,"Kani-Keli"
"YT",97610,"Koungou"
"YT",97611,"Mamoudzou"
"YT",97612,"Mtsamboro"
"YT",97613,"M'Tsangamouji"
"YT",97614,"Ouangani"
"YT",97615,"Pamandzi"
"YT",97616,"Sada"
"YT",97617,"Tsingoni"
"ZA",3,"Orange Free State"
"ZA",2,"KwaZulu-Natal"
"ZA",5,"Eastern Cape"
"ZA",6,"Gauteng"
"ZA",7,"Mpumalanga"
"ZA",8,"Northern Cape"
"ZA",9,"Limpopo"
"ZA",10,"North-West"
"ZA",11,"Western Cape"
"ZM",1,"Western"
"ZM",7,"Southern"
"ZM",6,"North-Western"
"ZM",5,"Northern"
"ZM",9,"Lusaka"
"ZM",4,"Luapula"
"ZM",3,"Eastern"
"ZM",8,"Copperbelt"
"ZM",2,"Central"
"ZM",10,"Muchinga"
"ZW",2,"Midlands"
"ZW",7,"Matabeleland South"
"ZW",6,"Matabeleland North"
"ZW",8,"Masvingo"
"ZW",5,"Mashonaland West"
"ZW",4,"Mashonaland East"
"ZW",3,"Mashonaland Central"
"ZW",1,"Manicaland"
"ZW",9,"Bulawayo"
"ZW",10,"Harare"
